Ensembl.RM.ID,Ensembl.HS.ID,HS.SYMBOL.ID,logFC.W0D1.Prot.Subq,logFC.W0D3.Prot.Subq,logFC.W0D7.Prot.Subq,logFC.W18D0.Prot.Subq,logFC.W18D1.Prot.Subq,logFC.W18D3.Prot.Subq,logFC.W18D7.Prot.Subq,logFC.W88D0.Prot.Subq,logFC.W0D1.Unpr.Subq,logFC.W0D3.Unpr.Subq,logFC.W0D7.Unpr.Subq,logFC.W18D0.Unpr.Subq,logFC.W18D1.Unpr.Subq,logFC.W18D3.Unpr.Subq,logFC.W18D7.Unpr.Subq,logFC.W88D0.Unpr.Subq,logFC.W0D1.Prot.Oral,logFC.W0D3.Prot.Oral,logFC.W0D7.Prot.Oral,logFC.W18D0.Prot.Oral,logFC.W18D1.Prot.Oral,logFC.W18D3.Prot.Oral,logFC.W18D7.Prot.Oral,logFC.W88D0.Prot.Oral,logFC.W0D1.Unpr.Oral,logFC.W0D3.Unpr.Oral,logFC.W0D7.Unpr.Oral,logFC.W18D0.Unpr.Oral,logFC.W18D1.Unpr.Oral,logFC.W18D3.Unpr.Oral,logFC.W18D7.Unpr.Oral,logFC.W88D0.Unpr.Oral,Pval.W0D1.Prot.Subq,Pval.W0D3.Prot.Subq,Pval.W0D7.Prot.Subq,Pval.W18D0.Prot.Subq,Pval.W18D1.Prot.Subq,Pval.W18D3.Prot.Subq,Pval.W18D7.Prot.Subq,Pval.W88D0.Prot.Subq,Pval.W0D1.Unpr.Subq,Pval.W0D3.Unpr.Subq,Pval.W0D7.Unpr.Subq,Pval.W18D0.Unpr.Subq,Pval.W18D1.Unpr.Subq,Pval.W18D3.Unpr.Subq,Pval.W18D7.Unpr.Subq,Pval.W88D0.Unpr.Subq,Pval.W0D1.Prot.Oral,Pval.W0D3.Prot.Oral,Pval.W0D7.Prot.Oral,Pval.W18D0.Prot.Oral,Pval.W18D1.Prot.Oral,Pval.W18D3.Prot.Oral,Pval.W18D7.Prot.Oral,Pval.W88D0.Prot.Oral,Pval.W0D1.Unpr.Oral,Pval.W0D3.Unpr.Oral,Pval.W0D7.Unpr.Oral,Pval.W18D0.Unpr.Oral,Pval.W18D1.Unpr.Oral,Pval.W18D3.Unpr.Oral,Pval.W18D7.Unpr.Oral,Pval.W88D0.Unpr.Oral,adjPval.W0D1.Prot.Subq,adjPval.W0D3.Prot.Subq,adjPval.W0D7.Prot.Subq,adjPval.W18D0.Prot.Subq,adjPval.W18D1.Prot.Subq,adjPval.W18D3.Prot.Subq,adjPval.W18D7.Prot.Subq,adjPval.W88D0.Prot.Subq,adjPval.W0D1.Unpr.Subq,adjPval.W0D3.Unpr.Subq,adjPval.W0D7.Unpr.Subq,adjPval.W18D0.Unpr.Subq,adjPval.W18D1.Unpr.Subq,adjPval.W18D3.Unpr.Subq,adjPval.W18D7.Unpr.Subq,adjPval.W88D0.Unpr.Subq,adjPval.W0D1.Prot.Oral,adjPval.W0D3.Prot.Oral,adjPval.W0D7.Prot.Oral,adjPval.W18D0.Prot.Oral,adjPval.W18D1.Prot.Oral,adjPval.W18D3.Prot.Oral,adjPval.W18D7.Prot.Oral,adjPval.W88D0.Prot.Oral,adjPval.W0D1.Unpr.Oral,adjPval.W0D3.Unpr.Oral,adjPval.W0D7.Unpr.Oral,adjPval.W18D0.Unpr.Oral,adjPval.W18D1.Unpr.Oral,adjPval.W18D3.Unpr.Oral,adjPval.W18D7.Unpr.Oral,adjPval.W88D0.Unpr.Oral
ENSMMUG00000000522,ENSG00000105258,POLR2I,-0.562,-0.5203,-0.05364,-0.4534,-0.1743,-0.5677,-0.2849,-0.624,-0.2297,0.21,0.2038,-0.2333,-0.2922,-0.375,0.09175,-0.1169,-0.7313,-0.7785,-0.2516,-0.3424,-0.292,-0.2762,-0.6994,-0.2604,-0.4795,-0.4681,0.2252,-0.08528,0.1253,0.1545,0.03576,-0.2763,0.00176,0.007089,0.7561,0.0118,0.3451,0.001892,0.1195,0.001736,0.2798,0.2632,0.3286,0.2294,0.1996,0.05215,0.6603,0.5865,2.226e-05,1.594e-06,0.1024,0.03535,0.05774,0.09976,1.587e-05,0.1283,0.02307,0.01871,0.2379,0.6775,0.5166,0.4207,0.8535,0.2579,0.01914,0.02848,0.8731,0.04886,0.7806,0.0082,0.4401,0.01073,0.5082,0.6892,0.785,0.5169,0.6251,0.141,0.7952,0.8948,0.0001167,8.559e-06,0.1938,0.1028,0.152,0.3265,0.0002823,0.2524,0.06034,0.04052,0.4186,0.7973,0.8491,0.6474,0.916,0.5862
ENSMMUG00000000523,ENSG00000105254,TBCB,-0.4,-0.3983,-0.1421,-0.5778,-0.4301,-0.7073,-0.3636,-0.4978,-0.3935,0.09016,0.02292,-0.43,-0.5873,-0.5105,-0.1403,-0.1298,-0.5409,-0.5455,-0.2196,-0.1401,-0.232,-0.1083,-0.4595,0.04296,-0.3788,-0.239,0.2023,-0.01688,0.08236,0.174,0.08824,0.1262,0.004101,0.008243,0.2973,5.353e-05,0.003576,1.107e-06,0.01232,0.00114,0.01717,0.5345,0.8879,0.004587,0.001282,0.0007612,0.3899,0.4344,3.83e-05,1.176e-05,0.07095,0.2666,0.05582,0.4074,0.0002218,0.7441,0.01975,0.1181,0.1803,0.9161,0.5883,0.2506,0.5587,0.5016,0.02905,0.03147,0.5179,0.004467,0.0713,0.0001427,0.1334,0.008094,0.1192,0.8302,0.981,0.1601,0.04896,0.01279,0.5861,0.8162,0.0001808,4.441e-05,0.1489,0.4171,0.1488,0.6308,0.001235,0.8351,0.05388,0.181,0.3495,0.9515,0.8804,0.4894,0.7142,0.7816
ENSMMUG00000000525,ENSG00000168434,COG7,-0.1257,-0.1777,-0.1288,-0.2761,0.09136,-0.196,0.1876,-0.2818,-0.1843,0.2211,0.09217,-0.07198,0.1688,0.005633,0.275,-0.03262,-0.3008,-0.5134,-0.1473,-0.557,-0.3437,-0.2351,-0.526,-0.3994,-0.05352,-0.127,0.1476,-0.3214,-0.01334,0.06295,-0.1075,-0.2632,0.3595,0.2289,0.3443,0.04765,0.5192,0.1561,0.1804,0.06385,0.2586,0.1283,0.5736,0.6315,0.3365,0.9693,0.08414,0.8439,0.01717,2.621e-05,0.2148,2.56e-05,0.004308,0.07046,2.702e-05,0.003567,0.7331,0.3998,0.3198,0.05045,0.9303,0.6748,0.4761,0.175,0.4835,0.3335,0.5653,0.1122,0.8683,0.2266,0.5265,0.1346,0.4876,0.58,0.8972,0.803,0.7399,0.9818,0.2594,0.9671,0.03137,8.696e-05,0.3345,0.001879,0.03905,0.2849,0.0003674,0.0201,0.7992,0.4897,0.5076,0.1519,0.9845,0.8212,0.6456,0.4898
ENSMMUG00000000541,ENSG00000143437,ARNT,0.06913,0.3195,0.1782,0.3297,-0.1386,0.1945,0.2795,0.3157,0.0794,-0.1557,0.0311,0.2451,0.02307,0.2018,0.05255,0.2198,0.1662,0.4071,0.07397,0.3352,0.3337,0.2362,0.2613,0.1521,-0.004839,0.07686,-0.1847,0.2584,0.09271,-0.05283,0.008377,-0.007984,0.5155,0.006147,0.09351,0.0022,0.2053,0.06771,0.01187,0.007216,0.5228,0.1664,0.8023,0.02962,0.8625,0.07403,0.675,0.08003,0.08244,2.478e-05,0.4213,0.0006076,0.0004379,0.01827,0.005265,0.1245,0.9678,0.5028,0.1033,0.03189,0.4137,0.6398,0.9415,0.9551,0.6299,0.02596,0.2696,0.02174,0.6776,0.1141,0.1308,0.02793,0.7131,0.6183,0.9617,0.2728,0.9675,0.1763,0.8062,0.4098,0.1219,8.298e-05,0.5493,0.00923,0.01339,0.1814,0.01249,0.2469,0.9767,0.5869,0.244,0.1145,0.8034,0.8018,0.9689,0.988
ENSMMUG00000000586,NA,NA,-0.2552,-0.3119,-0.0704,-0.2842,0.0005859,-0.3327,-0.06904,-0.2773,-0.08334,0.1664,0.08165,-0.09624,-0.0779,-0.009976,0.2358,0.104,-0.3836,-0.5461,-0.09365,-0.2169,-0.1124,-0.02617,-0.4145,0.07561,-0.1101,-0.1932,0.2072,0.1055,0.3168,0.2552,0.1066,0.03002,0.0475,0.02525,0.5789,0.0296,0.9965,0.01116,0.6025,0.04928,0.586,0.2216,0.5929,0.4936,0.6386,0.9423,0.1168,0.4998,0.002244,6.011e-06,0.4204,0.07718,0.3275,0.835,0.0005604,0.5523,0.4784,0.1935,0.152,0.4949,0.03057,0.07853,0.4631,0.8682,0.1164,0.06805,0.7533,0.08285,0.9985,0.02788,0.8548,0.1111,0.7576,0.6633,0.9041,0.715,0.8958,0.965,0.3048,0.8549,0.005444,2.559e-05,0.5484,0.1746,0.4758,0.9165,0.002309,0.6884,0.5787,0.2711,0.3139,0.6613,0.3437,0.2447,0.6339,0.9551
ENSMMUG00000000599,ENSG00000167930,FAM234A,-0.4617,-0.4404,-0.1603,-0.6044,-0.03936,-0.6141,-0.2141,-0.6248,-0.3177,0.3412,0.3268,-0.2301,-0.01242,-0.2571,0.2964,0.06603,-0.6898,-0.7135,-0.08383,-0.3013,-0.3186,-0.1465,-0.5847,-0.2167,-0.3257,-0.3225,0.4118,-0.1509,0.1155,0.2346,0.09266,0.1556,0.01656,0.03295,0.3939,0.002003,0.8412,0.001737,0.2754,0.003166,0.1645,0.09144,0.1485,0.2697,0.9589,0.2112,0.1868,0.7727,0.0001163,2.789e-05,0.6084,0.08141,0.0535,0.4086,0.0005595,0.2252,0.137,0.12,0.04276,0.4885,0.5737,0.2488,0.6513,0.5409,0.06153,0.08171,0.6109,0.02117,0.9685,0.007763,0.6332,0.01613,0.3787,0.5297,0.6564,0.5516,0.9912,0.3536,0.3912,0.9535,0.0004524,9.196e-05,0.711,0.1811,0.1448,0.6313,0.002309,0.374,0.2231,0.1834,0.1333,0.6552,0.8732,0.4878,0.7821,0.8033
ENSMMUG00000000628,ENSG00000114062,UBE3A,0.6189,0.81,0.46,0.4988,-0.09078,0.6872,0.1547,0.6548,0.4907,-0.1272,0.0183,0.4566,-0.01505,0.4773,-0.3954,0.3173,0.9112,1.114,0.5716,0.5103,0.4057,0.3518,0.7973,0.5101,0.7832,0.7192,0.2794,0.2823,-0.08034,-0.09566,0.3121,0.4043,0.002131,0.0002923,0.02412,0.01392,0.6716,0.0007428,0.471,0.003007,0.03976,0.555,0.9395,0.03651,0.9549,0.02662,0.1035,0.1843,7.379e-07,4.883e-10,0.001371,0.005677,0.02219,0.06907,8.884e-06,0.008191,0.000563,0.0008173,0.2003,0.2246,0.7175,0.6659,0.1482,0.1323,0.02118,0.005223,0.1338,0.05363,0.9216,0.004753,0.7774,0.01561,0.1783,0.8394,0.9905,0.2892,0.9908,0.09433,0.2847,0.5942,6.926e-06,2.407e-08,0.009442,0.03137,0.08707,0.2845,0.0002144,0.03624,0.005514,0.003453,0.3755,0.4,0.9248,0.8168,0.2973,0.43
ENSMMUG00000000630,ENSG00000135870,RC3H1,0.6686,0.4729,-0.231,0.8027,0.02339,0.5052,0.2363,1.071,0.7672,-0.3124,-0.4951,0.3746,0.166,0.2394,0.0305,0.2855,1.88,1.34,-0.4821,0.557,0.6002,0.1656,0.4305,0.1714,0.9174,0.2774,-1.391,-0.3003,-0.06198,-0.8439,-0.8203,-0.3065,0.02405,0.15,0.4563,0.007347,0.9413,0.0924,0.4558,0.001114,0.0297,0.3366,0.1842,0.2459,0.678,0.4572,0.9318,0.417,2.152e-11,5.131e-07,0.09656,0.04835,0.02551,0.5834,0.1178,0.5663,0.005672,0.3827,0.0001079,0.3869,0.8503,0.01356,0.01448,0.4789,0.07655,0.2451,0.6643,0.03855,0.9893,0.1466,0.7678,0.007946,0.1547,0.7252,0.6937,0.532,0.9101,0.6017,0.9649,0.8065,2.001e-09,3.435e-06,0.1859,0.1271,0.09375,0.7635,0.166,0.6996,0.02284,0.473,0.001393,0.5669,0.9645,0.07662,0.06337,0.7665
ENSMMUG00000000643,ENSG00000198160,MIER1,1.16,1.349,0.7018,1.036,-0.008945,1.233,0.09821,1.489,1.117,-0.2079,0.2623,0.9017,0.09189,1.016,-0.5746,0.6908,1.701,1.796,0.7385,0.9229,0.8287,0.5108,1.237,0.9512,1.297,1.237,0.06723,0.4387,0.1055,-0.3902,0.255,0.1668,0.0004609,0.0002518,0.0375,0.001987,0.9802,0.0002361,0.7902,4.509e-05,0.004443,0.5617,0.5092,0.01201,0.8401,0.004193,0.167,0.07473,1.589e-08,7.424e-10,0.01229,0.002384,0.004671,0.1169,2.828e-05,0.002873,0.0005521,0.0005055,0.8557,0.2569,0.776,0.3031,0.4805,0.7108,0.01003,0.004948,0.165,0.02114,0.998,0.002598,0.9331,0.000957,0.06601,0.8415,0.8727,0.2155,0.9608,0.03219,0.3682,0.397,2.915e-07,3.13e-08,0.04206,0.01858,0.04097,0.3476,0.0003772,0.0172,0.005481,0.002408,0.9218,0.4345,0.9427,0.5421,0.649,0.8917
ENSMMUG00000000676,ENSG00000143756,FBXO28,0.4341,0.5726,0.2903,0.4989,-0.01492,0.5779,1.58e-05,0.4797,0.4125,-0.2268,-0.03158,0.3404,-0.1663,0.4321,-0.2826,0.08315,0.8481,0.8415,0.4137,0.4863,0.4252,0.3012,0.5937,0.1467,0.4688,0.6121,-0.1123,0.3356,0.1589,-0.117,0.21,-0.1619,0.01077,0.002251,0.0897,0.003667,0.9343,0.0007744,0.9999,0.01024,0.04237,0.2177,0.8774,0.06457,0.4649,0.01867,0.1761,0.6818,1.054e-07,3.155e-08,0.006668,0.001943,0.004777,0.06811,9.906e-05,0.3808,0.01692,0.001086,0.554,0.09209,0.4027,0.5406,0.2602,0.4986,0.04817,0.01396,0.2639,0.02756,0.9877,0.004868,1,0.03574,0.1838,0.6619,0.9794,0.3426,0.8195,0.07635,0.3786,0.9251,1.388e-06,4.178e-07,0.02748,0.01656,0.04136,0.283,0.0007314,0.538,0.0482,0.004311,0.7095,0.2229,0.797,0.7377,0.4355,0.7796
ENSMMUG00000000717,ENSG00000117877,CD3EAP,-0.3346,-0.6184,-0.4599,-0.5072,-0.1993,-0.6201,-0.2189,-0.5562,-0.1455,0.04285,-0.1386,-0.3605,-0.1197,-0.4894,0.1801,0.136,-0.5808,-0.558,-0.328,-0.5317,-0.3297,-0.3388,-0.5106,-0.08534,-0.299,-0.3848,-0.132,-0.4312,-0.05788,-0.08532,-0.3001,0.5104,0.009394,1.754e-05,0.0004456,0.0001481,0.1381,5.373e-06,0.09961,0.000118,0.3442,0.756,0.3766,0.01235,0.4706,0.0006665,0.2368,0.3821,2.976e-06,1.84e-06,0.004141,1.818e-05,0.003604,0.006367,1.56e-05,0.4809,0.04966,0.007882,0.352,0.005646,0.6861,0.5495,0.03708,0.003413,0.04439,0.002188,0.03108,0.007575,0.5838,0.0003719,0.4049,0.001817,0.5686,0.9215,0.8068,0.2158,0.8235,0.01192,0.4455,0.7817,2.183e-05,9.625e-06,0.01969,0.001641,0.03614,0.1268,0.0002803,0.6292,0.1047,0.02022,0.537,0.04508,0.9138,0.7443,0.1176,0.05968
ENSMMUG00000000735,ENSG00000204356,NELFE,-0.3876,-0.4502,-0.2976,-0.2971,-0.02337,-0.4081,-0.1014,-0.4772,-0.346,0.1183,0.01513,-0.2773,0.08483,-0.3873,0.1867,-0.1346,-0.5082,-0.6503,-0.2217,-0.4577,-0.2681,-0.2091,-0.534,-0.2053,-0.4134,-0.481,-0.1184,-0.2762,-0.07565,-0.07323,-0.3264,-0.1426,0.001795,0.0008457,0.01559,0.01622,0.8536,0.001084,0.4232,0.0004762,0.01824,0.3632,0.917,0.03603,0.5856,0.003537,0.1969,0.3567,9.859e-06,7.103e-09,0.03866,5.737e-05,0.01248,0.07068,1.577e-06,0.07719,0.003469,0.0003562,0.3667,0.04921,0.5654,0.5768,0.01409,0.3888,0.01939,0.008052,0.108,0.05815,0.9713,0.005917,0.7469,0.004601,0.123,0.7404,0.987,0.2884,0.8747,0.02927,0.4024,0.7634,5.914e-05,1.479e-07,0.0955,0.002774,0.06391,0.285,0.0001061,0.1767,0.01648,0.001839,0.5509,0.1495,0.8704,0.7616,0.06217,0.7015
ENSMMUG00000000750,ENSG00000092871,RFFL,0.1868,0.0473,0.003956,0.2508,0.0173,0.2155,-0.0103,0.304,0.08931,-0.1438,-0.125,0.2165,0.06446,0.03979,-0.09152,0.0588,0.6838,0.3293,0.15,0.1379,0.2122,0.04499,0.2178,0.256,0.1348,-0.1508,-0.3798,-0.2133,-0.05542,-0.4916,-0.2717,-0.09511,0.1053,0.7052,0.9725,0.02977,0.8849,0.06188,0.9312,0.01676,0.5091,0.2393,0.3577,0.07715,0.6593,0.7438,0.5024,0.664,3.303e-10,0.001146,0.1326,0.1815,0.03422,0.6757,0.0297,0.01767,0.2961,0.2167,0.002101,0.09833,0.6493,8.086e-05,0.02696,0.5344,0.1994,0.7729,0.9845,0.08315,0.9793,0.1062,0.9782,0.05038,0.7026,0.6744,0.7988,0.3618,0.9034,0.831,0.678,0.9197,1.474e-08,0.002314,0.2347,0.3216,0.1114,0.8258,0.05132,0.06218,0.4009,0.2969,0.01413,0.2325,0.8996,0.002532,0.09595,0.8005
ENSMMUG00000000754,ENSG00000104093,DMXL2,1.34,1.152,0.4907,0.9456,0.179,1.156,0.3357,1.267,1.413,-0.07316,-0.1513,0.7217,0.5147,0.8376,-0.1921,0.2459,2.146,1.676,0.4113,0.8783,0.8455,0.4416,0.9938,0.9046,1.334,0.7392,-0.5496,0.009952,0.08556,-0.7539,-0.211,0.01724,2.404e-05,0.0008454,0.127,0.002853,0.5921,0.0002755,0.3204,0.0002817,0.0002345,0.8352,0.7011,0.04171,0.2401,0.01595,0.6247,0.5217,2.777e-12,9.808e-09,0.1665,0.003756,0.003729,0.1739,0.0007644,0.004555,0.0002273,0.03072,0.1276,0.9787,0.8089,0.03844,0.5465,0.9691,0.001822,0.008052,0.3192,0.02446,0.8953,0.002828,0.6702,0.003278,0.01536,0.9484,0.9405,0.3001,0.6594,0.07,0.7713,0.8645,4.905e-10,1.84e-07,0.2769,0.02445,0.03683,0.4114,0.002896,0.02388,0.003335,0.06076,0.2794,0.9879,0.953,0.1534,0.7046,0.992
ENSMMUG00000000759,ENSG00000152270,PDE3B,0.4657,0.6969,0.4534,0.5947,0.0143,0.7543,0.1445,0.8301,0.2028,-0.01832,0.1751,0.4099,-0.1445,0.5453,-0.2503,0.5919,0.6713,0.9519,0.1647,0.2571,0.6404,0.3747,0.3569,0.3104,0.3321,0.5057,-0.3078,0.06338,0.1266,0.004069,-0.2168,0.04568,0.008955,0.0003914,0.01128,0.000926,0.9394,2.831e-05,0.4438,2.058e-05,0.3337,0.9229,0.4097,0.03292,0.5319,0.004041,0.2417,0.004936,3.64e-05,1.341e-09,0.2928,0.1115,4.257e-05,0.02635,0.02238,0.06643,0.09631,0.006881,0.1128,0.7543,0.5072,0.9831,0.2559,0.8491,0.04324,0.005724,0.09361,0.01649,0.9889,0.0009029,0.7595,0.0005609,0.5591,0.9785,0.8296,0.2785,0.8523,0.03153,0.4502,0.08387,0.0001738,4.695e-08,0.4201,0.2275,0.004631,0.2036,0.04051,0.1587,0.1719,0.01815,0.2581,0.8467,0.8457,0.9923,0.431,0.9493
ENSMMUG00000000795,ENSG00000151917,BEND6,0.7023,1.008,0.5427,0.2005,-0.3792,0.5852,-0.4358,-0.2217,0.5522,-0.4166,-0.5309,-0.285,-0.4398,-0.08657,-1.166,-0.681,0.6758,1.066,0.2388,0.7923,0.6127,0.5989,0.9575,-0.04369,0.2286,0.5135,-0.1884,0.1185,-0.4153,-0.7474,-0.1655,-0.3815,0.009552,0.001087,0.06034,0.4836,0.2291,0.03875,0.1794,0.4978,0.09332,0.1712,0.1353,0.3749,0.2727,0.7785,0.002963,0.06856,0.0136,3.539e-05,0.3867,0.003877,0.02392,0.04689,0.0003709,0.8903,0.5442,0.1419,0.618,0.758,0.2761,0.05312,0.6439,0.4046,0.04484,0.009177,0.2142,0.5963,0.6999,0.07283,0.5253,0.6146,0.2794,0.6224,0.644,0.633,0.6879,0.8551,0.06675,0.3831,0.02549,0.0001124,0.5158,0.02494,0.09005,0.2457,0.001734,0.933,0.6381,0.2108,0.7581,0.8492,0.717,0.1904,0.7769,0.7133
ENSMMUG00000000800,ENSG00000175166,PSMD2,-0.2214,-0.4025,-0.184,-0.1898,0.1206,-0.2538,0.1557,-0.6013,-0.2941,0.07781,-0.0241,-0.1661,0.1965,-0.1634,0.2786,-0.3491,-0.4613,-0.5561,-0.08804,-0.3814,-0.2691,-0.171,-0.3879,-0.5201,-0.2493,-0.3161,0.03948,-0.1879,0.01989,0.1089,-0.04471,-0.2678,0.04704,0.001061,0.09899,0.08713,0.2984,0.02221,0.184,1.104e-06,0.02583,0.513,0.8537,0.1577,0.1697,0.1676,0.03833,0.00724,6.295e-06,4.274e-08,0.37,0.0001766,0.006493,0.1048,8.797e-05,9.29e-07,0.04734,0.008185,0.743,0.1332,0.8669,0.3635,0.7085,0.06746,0.1157,0.009071,0.2778,0.1706,0.7571,0.04698,0.5302,7.438e-05,0.1445,0.8211,0.9759,0.4499,0.59,0.302,0.1854,0.1065,4.132e-05,5.27e-07,0.5002,0.005235,0.04728,0.3329,0.0006848,3.399e-05,0.101,0.02081,0.8475,0.2843,0.9677,0.5995,0.8229,0.3142
ENSMMUG00000000802,ENSG00000080298,RFX3,0.6335,0.6547,0.2916,0.7091,0.3061,0.8222,0.487,1.038,0.6275,-0.0009829,-0.1839,0.4458,0.1223,0.4535,-0.09382,0.2473,1.156,0.8507,-0.2938,0.3447,0.25,-0.03275,0.399,0.2414,0.7652,0.2734,-0.4117,0.02048,-0.0534,-0.5568,-0.1152,-0.5923,0.003368,0.005764,0.1922,0.001202,0.1876,0.0001791,0.03728,1.498e-05,0.0146,0.9966,0.4954,0.05816,0.6751,0.05026,0.7196,0.332,1.391e-08,1.185e-05,0.1618,0.0964,0.2051,0.8861,0.04655,0.2831,0.001987,0.2473,0.1102,0.9366,0.8301,0.0313,0.6352,0.06866,0.02645,0.02494,0.4029,0.01782,0.6549,0.002285,0.246,0.0004451,0.1096,0.9988,0.8697,0.3292,0.9091,0.1378,0.8365,0.7438,2.656e-07,4.47e-05,0.271,0.205,0.3461,0.9453,0.07535,0.438,0.01172,0.3302,0.2546,0.9636,0.9582,0.135,0.7709,0.3157
ENSMMUG00000000829,ENSG00000153147,SMARCA5,0.7889,0.7869,0.4043,0.6933,0.2954,0.8261,0.165,0.8162,0.4705,-0.07688,-0.07056,0.4024,0.1143,0.5233,-0.4,0.286,0.859,0.9679,0.4895,0.4224,0.3283,0.2132,0.6635,0.5852,0.7704,0.7198,0.155,0.3218,0.01626,-0.07648,0.2131,0.2864,3.612e-05,0.0001301,0.03009,0.0002349,0.1266,1.463e-05,0.3925,8.764e-05,0.0323,0.6964,0.7464,0.04152,0.6278,0.008677,0.06967,0.1916,8.035e-07,2.25e-08,0.002616,0.01177,0.04298,0.2186,5.83e-05,0.0008577,0.0003284,0.0004141,0.4318,0.1217,0.9341,0.6973,0.2831,0.246,0.002341,0.004058,0.1486,0.009114,0.567,0.0006293,0.7231,0.001471,0.1605,0.8988,0.9482,0.2999,0.892,0.04965,0.2381,0.6038,7.427e-06,3.283e-07,0.01444,0.0497,0.1271,0.4588,0.000552,0.007133,0.004045,0.002056,0.6089,0.2683,0.9857,0.8344,0.4603,0.5737
ENSMMUG00000000833,ENSG00000042753,AP2S1,-0.4114,-0.5334,-0.3611,-0.5133,-0.101,-0.5012,-0.1034,-0.6834,-0.2988,0.2408,-0.02652,-0.3159,-0.01191,-0.3519,0.2414,-0.4077,-0.6316,-0.7234,-0.2246,-0.3637,-0.2519,-0.236,-0.5652,-0.4111,-0.6077,-0.5655,-0.01995,-0.3934,-0.02001,-0.03847,-0.2167,-0.3475,0.00884,0.001661,0.02017,0.00129,0.5285,0.0017,0.5161,0.0001131,0.1054,0.1394,0.8855,0.06216,0.9517,0.03492,0.183,0.03189,2.013e-05,3.272e-07,0.09639,0.01085,0.06146,0.1058,5.382e-05,0.006442,0.0009105,0.001075,0.9043,0.0287,0.9049,0.8175,0.1976,0.1073,0.04292,0.01168,0.1218,0.01825,0.8717,0.007679,0.8086,0.001773,0.2993,0.5883,0.9807,0.3374,0.9895,0.1107,0.3868,0.2544,0.0001077,2.422e-06,0.1857,0.04706,0.1577,0.3339,0.0005262,0.0306,0.007293,0.004283,0.9492,0.1076,0.9783,0.9065,0.361,0.3893
ENSMMUG00000000841,ENSG00000105677,TMEM147,-0.3795,-0.3193,-0.1065,-0.3826,-0.1564,-0.4453,-0.1391,-0.5654,-0.2912,0.1601,0.04355,-0.1535,-0.1548,-0.3116,0.1345,-0.1993,-0.5641,-0.637,-0.1469,-0.2107,-0.1608,-0.1362,-0.4979,-0.1813,-0.426,-0.3917,0.04654,-0.02981,0.1282,0.1021,-0.03753,-0.1134,0.003548,0.0229,0.404,0.003341,0.2426,0.0007332,0.2951,9.275e-05,0.05716,0.2382,0.7733,0.2656,0.3443,0.02411,0.3719,0.1942,3.376e-06,5.177e-08,0.1885,0.07001,0.1488,0.2586,1.604e-05,0.1366,0.004047,0.005188,0.7342,0.8377,0.3518,0.4569,0.7853,0.5111,0.02705,0.0637,0.6201,0.02636,0.713,0.004733,0.6493,0.001536,0.2136,0.6733,0.9558,0.548,0.7435,0.08893,0.5703,0.606,2.435e-05,6.088e-07,0.3033,0.1636,0.2789,0.4963,0.0002823,0.2642,0.0182,0.01461,0.8417,0.9012,0.7685,0.6772,0.8737,0.7874
ENSMMUG00000000869,NA,NA,-0.2481,-0.3022,-0.01373,-0.2959,-0.08918,-0.322,-0.2852,-0.3329,-0.125,0.1536,0.09212,-0.1828,-0.2136,-0.1969,-0.2071,-0.009114,-0.4331,-0.437,-0.112,-0.2417,-0.1913,-0.09007,-0.2412,0.03852,-0.2138,-0.1405,0.2424,0.1056,0.1912,0.2512,0.1102,0.3237,0.02753,0.01367,0.9013,0.009641,0.4486,0.004989,0.01667,0.00764,0.3524,0.1997,0.4897,0.1369,0.1432,0.105,0.1251,0.9459,6.633e-05,1.936e-05,0.2594,0.02119,0.0545,0.4026,0.01691,0.7213,0.1083,0.2622,0.05033,0.4263,0.1274,0.04329,0.3731,0.03351,0.08247,0.04455,0.9502,0.04408,0.8397,0.01562,0.1574,0.02901,0.576,0.6484,0.8669,0.4288,0.5588,0.2222,0.3164,0.9878,0.0002884,6.741e-05,0.3846,0.07286,0.1464,0.6262,0.03191,0.8192,0.1868,0.3465,0.1494,0.6004,0.5895,0.1661,0.5518,0.2207
ENSMMUG00000000894,ENSG00000163507,CIP2A,0.814,1.135,0.5974,0.6287,0.454,0.7545,0.6463,0.7452,0.308,-0.2928,-0.3418,0.09188,-0.3219,0.5263,-0.2622,-0.3222,0.9435,1.029,0.5879,0.373,0.5162,0.3495,0.8727,0.4336,1.151,0.8928,0.613,0.4494,0.5051,0.4369,0.4884,0.2911,0.0009645,3.54e-05,0.01972,0.01269,0.09559,0.002353,0.01652,0.007391,0.2939,0.2726,0.2684,0.7383,0.3461,0.04708,0.3858,0.2916,8.914e-05,8.027e-06,0.0137,0.1347,0.02907,0.1787,0.0002483,0.105,0.0001202,0.001765,0.03759,0.1565,0.092,0.1468,0.08951,0.4197,0.0145,0.002782,0.1207,0.05109,0.5074,0.009414,0.1567,0.02832,0.5224,0.6936,0.7576,0.8655,0.7445,0.1325,0.5828,0.7115,0.0003652,3.244e-05,0.04517,0.2598,0.1009,0.4178,0.00133,0.2199,0.002303,0.006304,0.1214,0.3165,0.5248,0.3596,0.2114,0.7247
