Ensembl.RM.ID,Ensembl.HS.ID,HS.SYMBOL.ID,logFC.W0D1.Prot.Subq,logFC.W0D3.Prot.Subq,logFC.W0D7.Prot.Subq,logFC.W18D0.Prot.Subq,logFC.W18D1.Prot.Subq,logFC.W18D3.Prot.Subq,logFC.W18D7.Prot.Subq,logFC.W88D0.Prot.Subq,logFC.W0D1.Unpr.Subq,logFC.W0D3.Unpr.Subq,logFC.W0D7.Unpr.Subq,logFC.W18D0.Unpr.Subq,logFC.W18D1.Unpr.Subq,logFC.W18D3.Unpr.Subq,logFC.W18D7.Unpr.Subq,logFC.W88D0.Unpr.Subq,logFC.W0D1.Prot.Oral,logFC.W0D3.Prot.Oral,logFC.W0D7.Prot.Oral,logFC.W18D0.Prot.Oral,logFC.W18D1.Prot.Oral,logFC.W18D3.Prot.Oral,logFC.W18D7.Prot.Oral,logFC.W88D0.Prot.Oral,logFC.W0D1.Unpr.Oral,logFC.W0D3.Unpr.Oral,logFC.W0D7.Unpr.Oral,logFC.W18D0.Unpr.Oral,logFC.W18D1.Unpr.Oral,logFC.W18D3.Unpr.Oral,logFC.W18D7.Unpr.Oral,logFC.W88D0.Unpr.Oral,Pval.W0D1.Prot.Subq,Pval.W0D3.Prot.Subq,Pval.W0D7.Prot.Subq,Pval.W18D0.Prot.Subq,Pval.W18D1.Prot.Subq,Pval.W18D3.Prot.Subq,Pval.W18D7.Prot.Subq,Pval.W88D0.Prot.Subq,Pval.W0D1.Unpr.Subq,Pval.W0D3.Unpr.Subq,Pval.W0D7.Unpr.Subq,Pval.W18D0.Unpr.Subq,Pval.W18D1.Unpr.Subq,Pval.W18D3.Unpr.Subq,Pval.W18D7.Unpr.Subq,Pval.W88D0.Unpr.Subq,Pval.W0D1.Prot.Oral,Pval.W0D3.Prot.Oral,Pval.W0D7.Prot.Oral,Pval.W18D0.Prot.Oral,Pval.W18D1.Prot.Oral,Pval.W18D3.Prot.Oral,Pval.W18D7.Prot.Oral,Pval.W88D0.Prot.Oral,Pval.W0D1.Unpr.Oral,Pval.W0D3.Unpr.Oral,Pval.W0D7.Unpr.Oral,Pval.W18D0.Unpr.Oral,Pval.W18D1.Unpr.Oral,Pval.W18D3.Unpr.Oral,Pval.W18D7.Unpr.Oral,Pval.W88D0.Unpr.Oral,adjPval.W0D1.Prot.Subq,adjPval.W0D3.Prot.Subq,adjPval.W0D7.Prot.Subq,adjPval.W18D0.Prot.Subq,adjPval.W18D1.Prot.Subq,adjPval.W18D3.Prot.Subq,adjPval.W18D7.Prot.Subq,adjPval.W88D0.Prot.Subq,adjPval.W0D1.Unpr.Subq,adjPval.W0D3.Unpr.Subq,adjPval.W0D7.Unpr.Subq,adjPval.W18D0.Unpr.Subq,adjPval.W18D1.Unpr.Subq,adjPval.W18D3.Unpr.Subq,adjPval.W18D7.Unpr.Subq,adjPval.W88D0.Unpr.Subq,adjPval.W0D1.Prot.Oral,adjPval.W0D3.Prot.Oral,adjPval.W0D7.Prot.Oral,adjPval.W18D0.Prot.Oral,adjPval.W18D1.Prot.Oral,adjPval.W18D3.Prot.Oral,adjPval.W18D7.Prot.Oral,adjPval.W88D0.Prot.Oral,adjPval.W0D1.Unpr.Oral,adjPval.W0D3.Unpr.Oral,adjPval.W0D7.Unpr.Oral,adjPval.W18D0.Unpr.Oral,adjPval.W18D1.Unpr.Oral,adjPval.W18D3.Unpr.Oral,adjPval.W18D7.Unpr.Oral,adjPval.W88D0.Unpr.Oral
ENSMMUG00000028882,ENSG00000213339,QTRT1,-0.4564,-0.399,-0.05134,-0.8115,-0.3284,-0.8225,-0.6735,-0.6142,-0.09482,0.3964,0.3835,-0.4487,-0.5629,-0.5586,0.1274,-0.07218,-0.5862,-0.6054,-0.3851,-0.1886,-0.3781,-0.1357,-0.5943,-0.4429,-0.1496,-0.168,0.3237,-0.1043,0.03937,0.3112,0.002282,0.09009,0.0261,0.06943,0.7957,0.0001802,0.1336,0.0001607,0.002103,0.007536,0.7026,0.06932,0.1144,0.0553,0.04018,0.01584,0.6086,0.7749,0.003976,0.00156,0.04093,0.3375,0.04474,0.5014,0.002202,0.03748,0.5593,0.4897,0.1743,0.6826,0.8713,0.1879,0.9924,0.7653,0.08022,0.1389,0.8962,0.008042,0.5734,0.002171,0.04982,0.0287,0.8313,0.5094,0.6258,0.3247,0.3312,0.06977,0.7602,0.9548,0.008856,0.003041,0.09941,0.493,0.1297,0.7051,0.006339,0.1057,0.651,0.5748,0.3424,0.8,0.9686,0.4155,0.9959,0.9172
ENSMMUG00000028914,ENSG00000125656,CLPP,-0.4393,-0.4054,-0.06518,-0.5266,-0.2264,-0.6316,-0.1301,-0.1931,-0.3227,0.2501,0.2107,-0.286,-0.3053,-0.4082,0.1038,0.01526,-0.7215,-0.6915,-0.2762,-0.2858,-0.2992,-0.2099,-0.5885,-0.07531,-0.5414,-0.4212,0.1361,-0.1294,0.1081,0.1992,0.04472,0.2645,0.005286,0.01621,0.6685,0.001005,0.1666,0.0001028,0.4168,0.2518,0.08484,0.1286,0.2517,0.09394,0.1276,0.01646,0.5686,0.9338,2.868e-06,1.269e-06,0.04396,0.04676,0.02836,0.155,3.514e-05,0.6108,0.003916,0.01624,0.4221,0.4741,0.5281,0.2402,0.7937,0.216,0.03292,0.05,0.818,0.01684,0.629,0.001699,0.7423,0.3693,0.2648,0.5806,0.7473,0.3865,0.5385,0.07118,0.7294,0.985,2.119e-05,7.095e-06,0.1051,0.1246,0.09949,0.3903,0.0004152,0.7353,0.01783,0.03589,0.6014,0.6423,0.854,0.4795,0.8781,0.5413
ENSMMUG00000028925,ENSG00000167674,HDGFL2,-0.501,-0.6038,-0.2889,-0.4597,-0.1432,-0.5299,-0.06821,-0.2836,-0.4062,0.3081,0.2106,-0.3494,-0.04964,-0.2733,0.5045,0.3371,-0.5791,-0.7837,-0.2499,-0.5226,-0.4866,-0.3403,-0.6327,-0.1257,-0.3776,-0.4681,0.2933,-0.3629,-0.1343,0.1744,0.008303,0.3592,0.01503,0.006639,0.1534,0.02633,0.4996,0.01067,0.7449,0.1985,0.09695,0.1575,0.3892,0.1178,0.8497,0.2163,0.03464,0.1671,0.002242,1.925e-05,0.1564,0.00554,0.006449,0.07651,0.000489,0.5096,0.1068,0.03659,0.1778,0.124,0.5449,0.4252,0.9698,0.189,0.05848,0.02733,0.3533,0.07722,0.8605,0.02692,0.9195,0.31,0.285,0.6068,0.8157,0.4099,0.9646,0.3597,0.1771,0.5725,0.00544,6.714e-05,0.2649,0.03081,0.04705,0.2943,0.00211,0.6534,0.1851,0.06997,0.3467,0.2712,0.8605,0.651,0.9841,0.5074
ENSMMUG00000028926,ENSG00000008382,MPND,-0.3865,-0.3558,-0.0793,-0.6414,-0.1126,-0.5477,-0.3401,-0.3815,-0.1609,0.509,0.3692,-0.1203,-0.0529,-0.1072,0.2346,0.05965,-0.622,-0.735,0.04625,-0.2141,-0.4345,-0.2081,-0.4869,-0.07017,-0.2592,-0.3263,0.6352,-0.1046,-0.05985,0.1846,0.1925,0.2074,0.06947,0.1177,0.7013,0.00337,0.6091,0.01166,0.1225,0.1016,0.5151,0.02115,0.1356,0.6022,0.8411,0.6343,0.3422,0.8122,0.001756,9.197e-05,0.7949,0.2623,0.01788,0.2894,0.008449,0.7219,0.2902,0.1632,0.004624,0.6681,0.7974,0.4165,0.3963,0.4593,0.1498,0.2052,0.8391,0.02644,0.9024,0.02872,0.444,0.1885,0.7069,0.3681,0.644,0.7845,0.9612,0.7505,0.5448,0.9603,0.004437,0.0002535,0.8597,0.4121,0.07761,0.5269,0.0182,0.8197,0.3946,0.2363,0.02597,0.7909,0.9493,0.6454,0.5735,0.754
ENSMMUG00000028999,ENSG00000120925,RNF170,0.9474,1.368,0.8147,0.7667,0.4229,1.005,0.144,0.4591,0.9706,-0.0357,0.14,0.4968,0.0916,0.9097,-0.3504,0.04539,0.5774,1.166,0.666,0.5963,0.5369,0.4554,0.9366,0.3188,0.9768,1.009,0.8857,0.7111,0.3514,0.4691,1.027,0.2491,0.000227,3.139e-06,0.002052,0.003408,0.1319,0.000111,0.6206,0.1117,0.002271,0.9017,0.6664,0.09339,0.8047,0.001629,0.3098,0.8916,0.02771,2.517e-06,0.008625,0.02411,0.03669,0.1019,0.0002101,0.2688,0.003885,0.001407,0.00641,0.04219,0.2954,0.1586,0.001321,0.5305,0.007079,0.000994,0.05297,0.0266,0.5725,0.001768,0.8619,0.2024,0.04985,0.9709,0.9261,0.3855,0.95,0.01919,0.516,0.9759,0.04753,1.245e-05,0.03301,0.07941,0.1157,0.3302,0.001193,0.4231,0.01774,0.005273,0.03333,0.1356,0.7315,0.3767,0.01181,0.7983
ENSMMUG00000029108,ENSG00000089505,CMTM1,0.6854,0.5361,0.2893,0.2124,0.01918,0.4281,-0.2221,0.9856,0.7673,-0.2928,-0.3509,0.3201,-0.1071,0.2169,-0.2559,0.09587,1.527,1.045,-0.06345,0.7277,0.6707,0.4991,0.7288,1.004,0.423,-0.02589,-0.7113,-0.2823,-0.3594,-0.9194,-0.5824,-0.3911,0.004795,0.04883,0.2541,0.3982,0.9429,0.08776,0.4159,0.0003024,0.01088,0.29,0.2622,0.2524,0.7564,0.4288,0.4241,0.7479,6.479e-10,9.091e-06,0.8017,0.003568,0.005084,0.0642,0.002893,0.0001409,0.1557,0.9288,0.02511,0.3701,0.2352,0.003532,0.05257,0.2938,0.03142,0.1081,0.4747,0.5176,0.9893,0.1405,0.7415,0.003414,0.09502,0.7031,0.7508,0.5373,0.9348,0.5751,0.6145,0.9454,2.436e-08,3.603e-05,0.8643,0.02375,0.04237,0.2763,0.007815,0.001815,0.2462,0.9469,0.09203,0.5513,0.6903,0.03006,0.1481,0.6218
ENSMMUG00000029197,ENSG00000100811,YY1,0.2832,0.3126,0.2019,0.411,-0.0432,0.4799,0.1697,0.4296,0.1658,-0.1753,-0.01548,0.2814,0.04542,0.2225,-0.1204,0.06239,0.6208,0.5224,0.1956,0.1892,0.1534,0.09752,0.401,0.1579,0.4699,0.3704,-0.1381,0.1153,-0.006299,-0.1761,0.03285,0.01625,0.01372,0.01255,0.07785,0.0003879,0.7162,3.872e-05,0.1536,0.0007077,0.2166,0.1476,0.9081,0.02067,0.7544,0.06564,0.3721,0.6414,6.386e-09,4.017e-07,0.04806,0.0643,0.1214,0.3606,6.854e-05,0.1388,0.0003023,0.002498,0.2541,0.3669,0.9585,0.1472,0.7859,0.9144,0.05546,0.042,0.2445,0.01133,0.939,0.001039,0.4919,0.005853,0.441,0.6,0.9844,0.2551,0.9345,0.163,0.5705,0.9155,1.468e-07,2.817e-06,0.1117,0.1544,0.2432,0.5922,0.0005969,0.2672,0.003905,0.008252,0.437,0.5479,0.9896,0.3602,0.8741,0.9727
ENSMMUG00000029240,NA,NA,-0.4832,-0.4644,-0.1428,-0.6079,-0.1463,-0.5563,-0.3501,-0.6818,-0.008096,0.3827,0.424,0.01232,-0.1897,0.07654,0.003366,0.1467,-0.6804,-0.7976,-0.005269,-0.2832,-0.5142,-0.2509,-0.4405,-0.2851,-0.342,-0.1687,0.7035,0.01512,-0.009908,0.2877,0.3745,0.09208,0.0128,0.02697,0.4469,0.002331,0.47,0.004685,0.08237,0.001593,0.9736,0.07878,0.07721,0.9573,0.4757,0.73,0.9889,0.556,0.0005637,1.697e-05,0.9757,0.1318,0.004639,0.1919,0.01451,0.1559,0.1757,0.4832,0.002193,0.9523,0.9672,0.2198,0.1065,0.7543,0.05328,0.07091,0.6566,0.02225,0.8484,0.01493,0.3714,0.01016,0.986,0.5202,0.5819,0.9829,0.8254,0.8217,0.9949,0.8806,0.001707,6.042e-05,0.9843,0.2556,0.04084,0.4309,0.02815,0.2901,0.2697,0.5687,0.01462,0.974,0.9911,0.4563,0.2369,0.9123
ENSMMUG00000029510,ENSG00000122335,SERAC1,0.2303,0.2413,0.00559,0.256,-0.05103,0.1946,0.1298,0.1203,0.2103,-0.1575,-0.1774,0.09338,0.06963,0.009177,-0.1864,-0.1777,0.2049,0.2085,-0.1011,0.1864,0.1149,0.08705,0.1187,-0.02676,0.02434,-0.09557,-0.4328,-0.05114,-0.04109,-0.39,-0.2448,-0.3576,0.03944,0.05001,0.9607,0.0238,0.6675,0.08671,0.273,0.3299,0.121,0.1999,0.2001,0.4509,0.6407,0.9405,0.171,0.1973,0.04685,0.0338,0.3136,0.07094,0.2449,0.4219,0.2327,0.8055,0.85,0.4313,0.0005679,0.6925,0.7381,0.001791,0.04519,0.02232,0.1036,0.11,0.9795,0.07307,0.9202,0.1394,0.6313,0.4554,0.3222,0.6484,0.7127,0.6863,0.8971,0.964,0.3727,0.609,0.07508,0.04863,0.4424,0.1652,0.3897,0.6418,0.2979,0.8787,0.8904,0.52,0.005125,0.8069,0.9311,0.01873,0.1338,0.1795
ENSMMUG00000029682,ENSG00000112624,BICRAL,0.2607,0.04185,-0.1191,0.3308,0.1433,0.2936,0.1418,0.335,0.1695,-0.2235,-0.2398,0.1493,0.2103,0.1046,-0.07333,-0.002953,0.8541,0.4133,0.1592,0.07001,0.1274,0.1417,0.2744,0.04492,0.4621,0.08144,-0.368,-0.322,-0.1255,-0.4286,-0.2667,-0.2871,0.0151,0.7188,0.268,0.002176,0.1974,0.006382,0.2027,0.004668,0.1766,0.04951,0.05922,0.1876,0.1229,0.3547,0.5605,0.9812,3.083e-16,1.249e-05,0.08574,0.4651,0.1683,0.1573,0.003307,0.6542,0.0001447,0.4722,0.001448,0.008133,0.2714,0.0002317,0.01971,0.04718,0.05862,0.7844,0.4894,0.02164,0.6676,0.01848,0.5559,0.02081,0.3934,0.4711,0.5379,0.4786,0.5297,0.5038,0.7236,0.9948,9.013e-13,4.663e-05,0.1707,0.6142,0.3034,0.3929,0.008679,0.7718,0.002621,0.5587,0.01054,0.05492,0.7135,0.004875,0.0784,0.2684
ENSMMUG00000029765,ENSG00000213588,ZBTB9,-0.2236,-0.1985,-0.2808,-0.2679,-0.04013,-0.1644,-0.05982,-0.224,0.09746,0.2294,0.1689,0.03877,0.3249,0.05348,0.2347,0.004737,-0.2162,-0.248,-0.128,-0.3634,-0.1254,-0.1478,-0.2049,-0.4988,-0.213,-0.05878,-0.1409,-0.2326,0.0532,0.06302,-0.1891,-0.2314,0.02713,0.07055,0.005805,0.009065,0.701,0.1058,0.5656,0.04508,0.42,0.03405,0.1669,0.7261,0.01233,0.6218,0.05087,0.9691,0.01807,0.004304,0.1418,0.000107,0.1453,0.118,0.0201,1.047e-06,0.06764,0.5924,0.2027,0.05258,0.6318,0.5682,0.0879,0.1099,0.08177,0.1404,0.07326,0.04279,0.9324,0.1642,0.8393,0.1041,0.632,0.4268,0.6762,0.8584,0.1839,0.7412,0.2081,0.9917,0.03279,0.007584,0.2462,0.004074,0.2744,0.3488,0.03699,3.687e-05,0.1313,0.6676,0.3787,0.1557,0.8943,0.7569,0.209,0.394
ENSMMUG00000029776,ENSG00000155850,SLC26A2,1.295,1.779,0.9817,0.9169,0.2348,1.769,0.6804,1.381,1.282,-0.3517,0.4736,0.7125,-0.1006,1.282,-0.5527,0.4055,1.72,2.165,1.201,0.9996,0.8873,0.6399,1.477,0.2025,1.809,1.608,0.7334,0.5342,0.3456,0.2218,0.4406,-0.09217,0.002645,0.0002878,0.0297,0.04065,0.6475,4.16e-05,0.1791,0.00403,0.01319,0.4653,0.3631,0.1435,0.8786,0.005347,0.3182,0.4253,1.074e-05,1.221e-08,0.002476,0.01456,0.02665,0.144,0.0001967,0.6722,0.0003955,0.0009684,0.1547,0.3357,0.5184,0.6803,0.3832,0.8875,0.02357,0.005202,0.1477,0.1012,0.9157,0.001074,0.5246,0.0189,0.1048,0.7997,0.7994,0.4358,0.9725,0.03733,0.5241,0.8116,6.336e-05,2.116e-07,0.01397,0.05664,0.09595,0.3796,0.001137,0.785,0.004508,0.003934,0.3176,0.5177,0.8495,0.8244,0.5606,0.9617
ENSMMUG00000029799,NA,NA,-0.2369,-0.3131,-0.4519,-0.3791,-0.03615,-0.3794,0.1218,-0.3438,-0.2447,0.1451,-0.1426,-0.2628,0.01881,-0.4036,0.228,-0.1997,-0.6405,-0.6731,-0.4948,-0.5334,-0.4661,-0.4217,-0.5829,-0.4515,-0.415,-0.4139,-0.213,-0.457,-0.3492,-0.2713,-0.5042,-0.1483,0.06431,0.02561,0.0004754,0.003189,0.7849,0.003127,0.3599,0.01371,0.1071,0.2894,0.3436,0.054,0.9082,0.003342,0.1352,0.1857,3.334e-08,2.661e-09,7.629e-06,3.268e-06,2.381e-05,0.0003489,1.777e-07,0.0001318,0.003119,0.00189,0.1065,0.00115,0.008485,0.04017,0.0001698,0.3679,0.142,0.06871,0.03108,0.02588,0.9557,0.01123,0.6995,0.04382,0.3019,0.7029,0.7943,0.3231,0.9795,0.02837,0.3302,0.5955,5.423e-07,7.188e-08,0.0002561,0.0007809,0.003453,0.04865,4.436e-05,0.001717,0.01533,0.006632,0.2492,0.01949,0.2027,0.1577,0.002662,0.6865
ENSMMUG00000030028,ENSG00000196230,TUBB,-0.3526,-0.4414,-0.18,-0.1104,0.1929,-0.1597,0.4601,-0.3884,-0.4307,0.06781,0.008856,-0.1407,0.146,-0.04003,0.4919,-0.103,-0.4816,-0.5867,-0.1064,-0.4168,-0.2197,-0.193,-0.423,-0.332,-0.2602,-0.3049,0.1087,-0.1774,0.07299,0.2349,-0.01542,-0.03921,0.00487,0.001303,0.1484,0.374,0.137,0.1985,0.0005095,0.004228,0.003644,0.6103,0.9521,0.2887,0.3599,0.7634,0.001152,0.4836,3.058e-05,2.272e-07,0.3306,0.0002875,0.04551,0.1022,0.0001455,0.005168,0.06605,0.02328,0.4165,0.2079,0.5847,0.07995,0.9081,0.8142,0.0316,0.01019,0.3463,0.4951,0.582,0.275,0.0207,0.01956,0.06042,0.8605,0.9917,0.5684,0.7532,0.8459,0.04279,0.8444,0.000151,1.803e-06,0.4589,0.006474,0.131,0.3306,0.0009223,0.026,0.1292,0.04862,0.5965,0.3804,0.8791,0.2477,0.9483,0.9348
ENSMMUG00000030046,ENSG00000052795,FNIP2,0.6659,0.8793,0.5053,0.6055,-0.06183,0.8752,0.05325,0.8043,0.7342,-0.2233,0.1084,0.5592,-0.002753,0.8611,-0.5197,0.6767,1.582,1.512,0.9419,0.6785,0.95,0.5396,1.271,0.833,1.094,0.6146,0.1854,0.2308,-0.4182,-0.2196,0.3792,0.001616,0.0167,0.004808,0.07892,0.03262,0.843,0.001752,0.8677,0.008513,0.02481,0.4563,0.7448,0.06353,0.9943,0.00327,0.1375,0.03597,6.663e-09,8.914e-09,0.0004928,0.01587,0.0004922,0.07052,2.188e-06,0.005024,0.0008922,0.05089,0.5709,0.5147,0.2156,0.5179,0.2345,0.9968,0.06186,0.02226,0.2461,0.08754,0.9688,0.007804,0.9594,0.03131,0.1419,0.7953,0.9474,0.3395,0.9993,0.02802,0.3334,0.2732,1.52e-07,1.732e-07,0.004716,0.05993,0.01423,0.2849,0.0001198,0.0255,0.007202,0.09161,0.7229,0.6781,0.6751,0.7228,0.4055,0.999
ENSMMUG00000030060,ENSG00000108306,FBXL20,0.3051,0.3733,0.2034,0.3634,0.1607,0.4614,0.1344,0.3516,0.2533,-0.1356,-0.09548,0.3084,0.02049,0.3644,-0.1881,0.01374,0.4497,0.5138,-0.008824,0.2662,0.2867,0.1085,0.2544,0.06287,0.2364,0.123,-0.4071,-0.04851,-0.05687,-0.2103,-0.2346,-0.3081,0.015,0.006836,0.1072,0.003973,0.223,0.0002809,0.3111,0.01081,0.09228,0.3182,0.5287,0.024,0.9015,0.007362,0.215,0.9272,9.264e-05,3.341e-06,0.9371,0.02041,0.00912,0.3682,0.02222,0.6058,0.09539,0.3595,0.003621,0.7365,0.6774,0.1279,0.08516,0.07588,0.05844,0.02783,0.2905,0.02859,0.6959,0.002873,0.6633,0.03705,0.2773,0.7154,0.8838,0.2629,0.9777,0.04478,0.4229,0.9843,0.0003771,1.577e-05,0.96,0.07113,0.05528,0.5981,0.04025,0.731,0.1705,0.4493,0.02139,0.836,0.911,0.3301,0.2041,0.3301
ENSMMUG00000030178,NA,NA,0.4688,-0.1359,0.637,1.009,0.8691,0.6964,0.267,0.6621,-0.01568,0.5781,1.08,-1.371,-0.3222,-0.9294,-0.1161,-2.254,0.4438,-0.4702,0.1512,-0.7046,-0.1792,-0.1451,-0.04437,0.34,0.6416,1.461,0.9534,0.8762,0.9684,0.8108,0.8656,-0.44,0.08198,0.6464,0.01654,0.0005006,0.001831,0.0126,0.376,0.06637,0.9818,0.3476,0.1132,0.03065,0.6704,0.1402,0.8681,0.001517,0.1424,0.1183,0.6111,0.02312,0.5599,0.6708,0.8802,0.3387,0.1989,0.003296,0.04904,0.08773,0.05279,0.09677,0.07404,0.5989,0.1677,0.7237,0.1118,0.01299,0.04543,0.03047,0.7106,0.1383,0.991,0.7333,0.6243,0.2739,0.9068,0.2677,0.9272,0.03949,0.1958,0.151,0.7132,0.07721,0.6845,0.8233,0.9052,0.497,0.2964,0.01028,0.1468,0.2163,0.4279,0.2777,0.1851,0.8373
ENSMMUG00000030279,ENSG00000108599,AKAP10,0.6493,0.854,0.4536,0.6426,0.1335,0.6931,0.2274,0.7578,0.4858,-0.06141,0.1458,0.4292,0.04092,0.5529,-0.133,0.2342,0.922,0.9615,0.5213,0.472,0.5018,0.3333,0.6897,0.5123,0.5672,0.5003,0.0702,0.2706,0.07074,-0.228,0.1539,-0.05293,9.84e-05,3.468e-06,0.00656,0.0001222,0.4494,3.601e-05,0.1991,3.636e-05,0.01332,0.7286,0.4602,0.01643,0.8534,0.001924,0.5067,0.2313,3.255e-09,1.473e-10,0.0004666,0.002105,0.0006887,0.04042,4.235e-06,0.00159,0.002516,0.005009,0.6971,0.157,0.6972,0.2155,0.3875,0.8127,0.00435,0.001,0.0757,0.006826,0.8401,0.00101,0.5498,0.0008188,0.1052,0.9098,0.8534,0.2354,0.9656,0.02104,0.6818,0.65,8.528e-08,1.139e-08,0.004539,0.01729,0.01675,0.2342,0.0001512,0.01113,0.01339,0.0142,0.8147,0.3173,0.9186,0.4513,0.5648,0.9345
ENSMMUG00000030337,ENSG00000163322,ABRAXAS1,0.5136,0.6846,0.4042,0.4523,0.1728,0.5308,0.009997,0.4175,0.1604,-0.2871,-0.2061,0.1695,-0.2757,0.3181,-0.7331,-0.1699,0.4717,0.8096,0.4783,0.4694,0.5518,0.4225,0.4749,0.1555,0.4438,0.5521,0.1885,0.4665,0.2226,0.09453,0.2381,-0.08536,0.003831,0.0004686,0.02436,0.01115,0.363,0.002851,0.959,0.03446,0.442,0.13,0.333,0.3743,0.2399,0.09001,0.0009936,0.4238,0.004083,3.415e-07,0.002733,0.004291,0.0005204,0.01474,0.003017,0.3842,0.0293,0.004032,0.3331,0.02394,0.2563,0.6306,0.2188,0.728,0.02808,0.006205,0.1345,0.04736,0.7918,0.01056,0.9873,0.08554,0.6493,0.5806,0.7887,0.6326,0.6594,0.2005,0.04076,0.8116,0.009062,2.502e-06,0.01484,0.02645,0.01447,0.1718,0.008052,0.541,0.07168,0.01204,0.5207,0.09677,0.7061,0.7963,0.3874,0.9001
ENSMMUG00000030531,ENSG00000096717,SIRT1,0.4989,0.8511,0.6258,0.5768,-0.1836,0.7806,0.0715,0.6615,0.446,-0.2026,0.06483,0.4003,-0.1957,0.5301,-0.6923,0.3469,0.76,0.9902,0.4078,0.6004,0.4419,0.4654,0.7671,0.5087,0.723,0.8846,0.095,0.5346,0.1745,0.01716,0.4623,0.2332,0.01774,0.0002564,0.003221,0.006354,0.4202,0.0002312,0.7532,0.004306,0.07535,0.3694,0.7954,0.07794,0.4905,0.01823,0.007876,0.1623,5.815e-05,9.002e-08,0.02622,0.001519,0.01562,0.01947,3.148e-05,0.01099,0.002286,9.049e-05,0.6761,0.02588,0.4447,0.9401,0.03951,0.4021,0.06408,0.004966,0.06016,0.03561,0.8274,0.002575,0.9218,0.01982,0.2484,0.744,0.9613,0.3641,0.8347,0.07536,0.09702,0.5667,0.0002584,8.844e-07,0.07247,0.01459,0.07186,0.1844,0.000395,0.04439,0.01275,0.0006835,0.7998,0.1013,0.8176,0.9712,0.1221,0.7108
ENSMMUG00000030812,ENSG00000121741,ZMYM2,0.6048,0.8727,0.5972,0.6251,-0.1294,0.7329,0.1437,0.8424,0.5433,-0.08587,0.1283,0.4667,-0.1956,0.6416,-0.2676,0.4709,0.8637,1.211,0.5756,0.732,0.5881,0.52,0.8754,0.7239,0.7212,0.8832,0.2074,0.4959,0.151,-0.03096,0.3141,0.3175,0.006468,0.0003467,0.007509,0.005022,0.5898,0.0009954,0.5443,0.0005561,0.03843,0.7171,0.6252,0.05055,0.5124,0.006762,0.3213,0.07099,1.843e-05,1.385e-09,0.003095,0.0002797,0.002502,0.01388,8.472e-06,0.0006116,0.00401,0.0002214,0.3863,0.04909,0.5307,0.8979,0.1853,0.2781,0.03638,0.005559,0.07992,0.03152,0.8946,0.005614,0.8253,0.005049,0.1759,0.9059,0.912,0.3166,0.846,0.04272,0.527,0.3885,0.0001002,4.807e-08,0.0162,0.006417,0.0304,0.1686,0.0002118,0.005539,0.01812,0.001297,0.57,0.1493,0.8547,0.9497,0.3465,0.6071
ENSMMUG00000030876,ENSG00000152683,SLC30A6,0.5282,0.8989,0.4541,0.6796,0.1042,0.7927,0.1936,0.6909,0.9189,-0.3706,0.3718,0.8562,0.1873,0.9956,-0.2258,0.4754,0.8073,1.333,0.4849,0.6322,0.8058,0.8072,0.8752,0.1353,0.8752,0.7856,0.3124,0.6382,0.5735,0.2203,0.4343,-0.3506,0.09116,0.01169,0.1592,0.03092,0.7644,0.0113,0.5796,0.04569,0.01757,0.3005,0.3405,0.01516,0.6793,0.003857,0.5731,0.2145,0.006214,2.139e-06,0.101,0.03617,0.00502,0.01128,0.00265,0.6926,0.02161,0.02778,0.4102,0.11,0.1253,0.5589,0.236,0.4664,0.1804,0.03988,0.3617,0.08475,0.9507,0.02814,0.8458,0.1051,0.1205,0.7056,0.7933,0.2294,0.9101,0.03074,0.733,0.6318,0.01302,1.087e-05,0.1918,0.1041,0.04207,0.1587,0.00731,0.799,0.05753,0.05609,0.5906,0.2503,0.5858,0.751,0.407,0.7583
ENSMMUG00000030964,ENSG00000175582,RAB6A,0.3841,0.1473,0.09894,0.5273,0.01721,0.3693,0.0608,0.8004,0.1563,-0.3141,-0.2487,0.2316,0.1204,0.03486,-0.3188,0.3023,0.7646,0.4708,-0.0721,0.303,0.2414,0.08909,0.3128,0.4859,0.1132,-0.1127,-0.8315,-0.1596,-0.2447,-0.7219,-0.5677,0.01216,0.03671,0.4544,0.5833,0.004251,0.9267,0.04252,0.7448,8.664e-05,0.4703,0.1035,0.242,0.2329,0.5992,0.8573,0.1385,0.1677,9.55e-06,0.004183,0.6457,0.06671,0.1318,0.5977,0.04988,0.005095,0.5889,0.5673,2.415e-05,0.4366,0.2064,0.0002275,0.003992,0.96,0.09906,0.5545,0.7566,0.02948,0.987,0.07832,0.9195,0.00146,0.6729,0.5456,0.7389,0.5202,0.8797,0.9099,0.3343,0.5734,5.783e-05,0.007396,0.7425,0.1585,0.2569,0.7725,0.07982,0.02573,0.6774,0.6451,0.0004385,0.6094,0.6663,0.004833,0.0263,0.9896
